evidence_id,city,asset_id,asset_name,asset_type,manufacturing_uid,package_id,phase,qa_uid,qa_gate_id,qa_stage,hold_point,required_result,release_authority,evidence_required,blocks_successors,predecessor_uids,material_count,material_sources,acceptance_use
mosul:MOS-ST-001:st-20-mep-passenger-systems:VERIFY,mosul,MOS-ST-001,line-1-0120-0123-s000000,station,mosul:MOS-ST-001:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,mosul:MOS-ST-001:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-ST-001:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-TRK-L1-001:trk-10-survey-utility:VERIFY,mosul,MOS-TRK-L1-001,line-1 section 001,track-section,mosul:MOS-TRK-L1-001:trk-10-survey-utility,trk-10-survey-utility,track-civil,mosul:MOS-TRK-L1-001:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
mosul:MOS-EN-005:en-10-energy-build:VERIFY,mosul,MOS-EN-005,energy site at line-1-0579-0751-s019132,energy,mosul:MOS-EN-005:en-10-energy-build,en-10-energy-build,energy,mosul:MOS-EN-005:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-003:st-10-civil-structure:VERIFY,mosul,MOS-ST-003,line-1-0217-0326-s005022,station,mosul:MOS-ST-003:st-10-civil-structure,st-10-civil-structure,stations,mosul:MOS-ST-003:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-TRK-L1-002:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-EN-004:en-20-energy-commission:VERIFY,mosul,MOS-EN-004,energy site at line-1-0538-0690-s017130,energy,mosul:MOS-EN-004:en-20-energy-commission,en-20-energy-commission,energy,mosul:MOS-EN-004:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-EN-004:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-002:st-20-mep-passenger-systems:VERIFY,mosul,MOS-ST-002,line-1-0143-0234-s002522,station,mosul:MOS-ST-002:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,mosul:MOS-ST-002:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-ST-002:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-TRK-L1-002:trk-10-survey-utility:VERIFY,mosul,MOS-TRK-L1-002,line-1 section 002,track-section,mosul:MOS-TRK-L1-002:trk-10-survey-utility,trk-10-survey-utility,track-civil,mosul:MOS-TRK-L1-002:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-001:trk-20-subgrade-drainage:VERIFY,mosul,MOS-TRK-L1-001,line-1 section 001,track-section,mosul:MOS-TRK-L1-001:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,mosul:MOS-TRK-L1-001:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,mosul:MOS-TRK-L1-001:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-EN-006:en-10-energy-build:VERIFY,mosul,MOS-EN-006,energy site at line-1-0651-0810-s021108,energy,mosul:MOS-EN-006:en-10-energy-build,en-10-energy-build,energy,mosul:MOS-EN-006:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-004:st-10-civil-structure:VERIFY,mosul,MOS-ST-004,line-1-0324-0433-s008048,station,mosul:MOS-ST-004:st-10-civil-structure,st-10-civil-structure,stations,mosul:MOS-ST-004:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-TRK-L1-003:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-TRK-L1-003:trk-10-survey-utility:VERIFY,mosul,MOS-TRK-L1-003,line-1 section 003,track-section,mosul:MOS-TRK-L1-003:trk-10-survey-utility,trk-10-survey-utility,track-civil,mosul:MOS-TRK-L1-003:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
mosul:MOS-EN-005:en-20-energy-commission:VERIFY,mosul,MOS-EN-005,energy site at line-1-0579-0751-s019132,energy,mosul:MOS-EN-005:en-20-energy-commission,en-20-energy-commission,energy,mosul:MOS-EN-005:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-EN-005:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-003:st-20-mep-passenger-systems:VERIFY,mosul,MOS-ST-003,line-1-0217-0326-s005022,station,mosul:MOS-ST-003:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,mosul:MOS-ST-003:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-ST-003:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-TRK-L1-002:trk-20-subgrade-drainage:VERIFY,mosul,MOS-TRK-L1-002,line-1 section 002,track-section,mosul:MOS-TRK-L1-002:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,mosul:MOS-TRK-L1-002:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,mosul:MOS-TRK-L1-002:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-004:trk-10-survey-utility:VERIFY,mosul,MOS-TRK-L1-004,line-1 section 004,track-section,mosul:MOS-TRK-L1-004:trk-10-survey-utility,trk-10-survey-utility,track-civil,mosul:MOS-TRK-L1-004:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
mosul:MOS-EN-007:en-10-energy-build:VERIFY,mosul,MOS-EN-007,energy site at line-1-0684-0857-s022321,energy,mosul:MOS-EN-007:en-10-energy-build,en-10-energy-build,energy,mosul:MOS-EN-007:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-005:st-10-civil-structure:VERIFY,mosul,MOS-ST-005,line-1-0442-0496-s011062,station,mosul:MOS-ST-005:st-10-civil-structure,st-10-civil-structure,stations,mosul:MOS-ST-005:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-TRK-L1-004:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-SW-001:sw-10-turnout-build:VERIFY,mosul,MOS-SW-001,sw-line-1-0120-0123-s000000-tb,switch,mosul:MOS-SW-001:sw-10-turnout-build,sw-10-turnout-build,track-civil,mosul:MOS-SW-001:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-001:trk-30-trackform-rail:VERIFY,mosul,MOS-TRK-L1-001,line-1 section 001,track-section,mosul:MOS-TRK-L1-001:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,mosul:MOS-TRK-L1-001:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-TRK-L1-001:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-EN-006:en-20-energy-commission:VERIFY,mosul,MOS-EN-006,energy site at line-1-0651-0810-s021108,energy,mosul:MOS-EN-006:en-20-energy-commission,en-20-energy-commission,energy,mosul:MOS-EN-006:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-EN-006:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-004:st-20-mep-passenger-systems:VERIFY,mosul,MOS-ST-004,line-1-0324-0433-s008048,station,mosul:MOS-ST-004:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,mosul:MOS-ST-004:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-ST-004:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-TRK-L1-003:trk-20-subgrade-drainage:VERIFY,mosul,MOS-TRK-L1-003,line-1 section 003,track-section,mosul:MOS-TRK-L1-003:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,mosul:MOS-TRK-L1-003:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,mosul:MOS-TRK-L1-003:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-SW-002:sw-10-turnout-build:VERIFY,mosul,MOS-SW-002,sw-line-1-0990-1210-s034548-tb,switch,mosul:MOS-SW-002:sw-10-turnout-build,sw-10-turnout-build,track-civil,mosul:MOS-SW-002:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-005:trk-10-survey-utility:VERIFY,mosul,MOS-TRK-L1-005,line-1 section 005,track-section,mosul:MOS-TRK-L1-005:trk-10-survey-utility,trk-10-survey-utility,track-civil,mosul:MOS-TRK-L1-005:qa-20-survey-geotech,qa-20-survey-geotech,pre-construction,"Survey control, cadastral constraints, buried utilities, flood paths, and geotechnical assumptions accepted before civil construction.",pass,civil owner engineer,"topographic survey, utility scan, borehole/test-pit log, flood/drainage map, ROW constraint register",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,3,project_kit:3,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-002:trk-30-trackform-rail:VERIFY,mosul,MOS-TRK-L1-002,line-1 section 002,track-section,mosul:MOS-TRK-L1-002:trk-30-trackform-rail,trk-30-trackform-rail,track-civil,mosul:MOS-TRK-L1-002:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-TRK-L1-002:trk-20-subgrade-drainage,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-EN-008:en-10-energy-build:VERIFY,mosul,MOS-EN-008,energy site at line-1-0694-0896-s023525,energy,mosul:MOS-EN-008:en-10-energy-build,en-10-energy-build,energy,mosul:MOS-EN-008:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,6,project_kit:6,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-006:st-10-civil-structure:VERIFY,mosul,MOS-ST-006,line-1-0517-0527-s013084,station,mosul:MOS-ST-006:st-10-civil-structure,st-10-civil-structure,stations,mosul:MOS-ST-006:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-TRK-L1-005:trk-10-survey-utility,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-SW-003:sw-10-turnout-build:VERIFY,mosul,MOS-SW-003,sw-line-1-0990-1210-s034548-yd-01,switch,mosul:MOS-SW-003:sw-10-turnout-build,sw-10-turnout-build,track-civil,mosul:MOS-SW-003:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SYS-001:sys-00-baseline-freeze,4,project_kit:4,"civil, track, switch, and route-section acceptance"
mosul:MOS-TRK-L1-004:trk-20-subgrade-drainage:VERIFY,mosul,MOS-TRK-L1-004,line-1 section 004,track-section,mosul:MOS-TRK-L1-004:trk-20-subgrade-drainage,trk-20-subgrade-drainage,track-civil,mosul:MOS-TRK-L1-004:qa-21-earthworks-drainage,qa-21-earthworks-drainage,civil works,"Compaction, capping layer, drainage, culverts, and fence lines accepted before trackform installation.",pass,civil QA lead,"compaction test, material gradation, drainage as-built, culvert inspection, fence/gate punch list",yes,mosul:MOS-TRK-L1-004:trk-10-survey-utility,5,project_kit:5,"civil, track, switch, and route-section acceptance"
mosul:MOS-EN-007:en-20-energy-commission:VERIFY,mosul,MOS-EN-007,energy site at line-1-0684-0857-s022321,energy,mosul:MOS-EN-007:en-20-energy-commission,en-20-energy-commission,energy,mosul:MOS-EN-007:qa-25-power-energy,qa-25-power-energy,energy commissioning,"PV strings, storage, chargers, protection, earthing, islanding, and emergency isolation accepted before train charging.",pass,energy systems lead,"PV string test, BESS commissioning record, charger load test, protection relay settings, earthing test, isolation drill",yes,mosul:MOS-EN-007:en-10-energy-build,4,project_kit:4,"energy, charging, earthing, protection, and interconnection acceptance"
mosul:MOS-ST-005:st-20-mep-passenger-systems:VERIFY,mosul,MOS-ST-005,line-1-0442-0496-s011062,station,mosul:MOS-ST-005:st-20-mep-passenger-systems,st-20-mep-passenger-systems,stations,mosul:MOS-ST-005:qa-24-stations-depots-plant,qa-24-stations-depots-plant,building works,"Platforms, canopy PV, passenger circulation, depot pits, workshop tools, fire/life safety, and accessibility accepted before public opening.",pass,stations/depot acceptance board,"platform gauge survey, canopy inspection, fire/life-safety signoff, accessibility audit, tool calibration, depot bay test",yes,mosul:MOS-ST-005:st-10-civil-structure,5,project_kit:5,"station, depot, production plant, and public-opening acceptance"
mosul:MOS-SW-001:sw-20-install-proof:VERIFY,mosul,MOS-SW-001,sw-line-1-0120-0123-s000000-tb,switch,mosul:MOS-SW-001:sw-20-install-proof,sw-20-install-proof,track-civil,mosul:MOS-SW-001:qa-22-trackform-rail,qa-22-trackform-rail,track installation,"Track geometry, rail welds, fasteners, switch detection, and crossing protection accepted before energized testing.",pass,track acceptance engineer,"track geometry run, weld NDT, fastener torque log, turnout detection test, crossing functional test",yes,mosul:MOS-SW-001:sw-10-turnout-build; mosul:MOS-TRK-L1-001:trk-30-trackform-rail,4,project_kit:4,"civil, track, switch, and route-section acceptance"
